"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:16:39,FALSE,NA,"1445286797714489348",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fauzeefadzill",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:16:10,FALSE,NA,"1445286676390051840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asri786",194,TRUE,FALSE,NA,NA
"RT @JapenPerlis: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:15:22,FALSE,NA,"1445286474610462724",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elenarmy",2,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 07:14:46,FALSE,NA,"1445286322290061316",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jchris_68",30,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:14:42,FALSE,NA,"1445286306964070402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jchris_68",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:11:20,FALSE,NA,"1445285460629151745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarahAbdulHali3",194,TRUE,FALSE,NA,NA
"Sementara itu, jenis vaksin yang digunakan antara lain Sinovac, AstraZeneca, dan Moderna. #KerjaNyataAH… https://t.co/JlJTl2EN3v",FALSE,0,NA,2021-10-05 07:10:43,TRUE,NA,"1445285306467373058",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smolkes",0,FALSE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 07:10:21,FALSE,NA,"1445285214725435392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Senieendin4",30,TRUE,FALSE,NA,NA
"@bertanyarl Katanya kalo lewat ga masalah selama vaksin jenis 2 masih ada. Yang ga boleh tu katanya kurang dari seb… https://t.co/QKQ5NV0Hgj",FALSE,0,"bertanyarl",2021-10-05 07:08:16,TRUE,"1445283869008138241","1445284689355239425","740913957293068289","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b_chaoo",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:07:42,FALSE,NA,"1445284546744709121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ianabellar",194,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 07:05:14,FALSE,NA,"1445283925291458563",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bilong_j",30,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:05:11,FALSE,NA,"1445283912561815556",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bilong_j",194,TRUE,FALSE,NA,NA
"@PMIBanjarnegara @palangmerah @koicaindonesia @dkkbanjarnegara @PMIJawaTengah @sarwapramana @bna_dinkominfo… https://t.co/EMjYNh00Wu",FALSE,0,"PMIBanjarnegara",2021-10-05 07:04:43,TRUE,"1445258442332012544","1445283796329197570","1371346729","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mamz_ky",0,FALSE,FALSE,NA,NA
"Sebanyak 800.280 dosis vaksin jenis Pfizer tiba kembali di Indonesia. 

https://t.co/GgkMfyRwGd",FALSE,1,NA,2021-10-05 07:03:51,FALSE,NA,"1445283577751429120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ayobandungcom",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 07:03:17,FALSE,NA,"1445283433786216453",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ezwandi_abot",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:59:13,FALSE,NA,"1445282411319730178",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","enchekMat",194,TRUE,FALSE,NA,NA
"Pimpinan Ipda Edward Daniel. M, SH (Kanit Reskrim), Polsek Kedungwaringin bersama PKM Karangsambung dan aparat desa… https://t.co/G0bPo6nrrK",FALSE,0,NA,2021-10-05 06:55:20,TRUE,NA,"1445281435363909635",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HumasPolsekKed4",0,FALSE,FALSE,NA,NA
"@fatmazhaang Bukan maksudku booster tuh vaksin tambahan wkwkw vaksin ke 3 tapi beda jenis. Sepupu aku juga bulan depan berangkat",FALSE,0,"fatmazhaang",2021-10-05 06:55:00,FALSE,"1445281057301884934","1445281348801818624","1333986808841924608","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maretasaras",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:52:48,FALSE,NA,"1445280796290392073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paizal28",194,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 06:48:45,FALSE,NA,"1445279778399920129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","randyachangwill",30,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:48:22,FALSE,NA,"1445279679229808641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MattRiko",194,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 06:43:14,FALSE,NA,"1445278386645987329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mohd_z4ki",30,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 06:40:21,FALSE,NA,"1445277663531192320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pmrbintulu",30,TRUE,FALSE,NA,NA
"RT @budhihermanto: Siapa belum vaksin ke-2 dengan jenis vaksin sinovac?",FALSE,0,NA,2021-10-05 06:39:28,FALSE,NA,"1445277442562682880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","musyaffa2013",2,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:33:40,FALSE,NA,"1445275982433112064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JapenMelaka",194,TRUE,FALSE,NA,NA
"RT @JapenSarawak: @JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang diterima…",FALSE,0,NA,2021-10-05 06:33:01,FALSE,NA,"1445275818981146624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suffie18",30,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:31:57,FALSE,NA,"1445275549941714944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","biru_plastik",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:30:18,FALSE,NA,"1445275132377780224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","azinsah",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:28:42,FALSE,NA,"1445274730311737347",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PMRKotaBharu",194,TRUE,FALSE,NA,NA
"Bhabinkamtibmas Desa Jatibaru melaksanakan Pengamanan Vaksin Pelajar di SMPN 3 Cikarang Timur. Sebanyak 625 Siswa b… https://t.co/8fYzZSs1rf",FALSE,0,NA,2021-10-05 06:27:19,TRUE,NA,"1445274384562737159",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HumasMetroBks",0,FALSE,FALSE,NA,NA
"Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh it… https://t.co/zA1bnCs584",FALSE,0,NA,2021-10-05 06:20:48,TRUE,NA,"1445272745026088960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","japen_beaufort",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:18:28,FALSE,NA,"1445272156036759553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaPenWPKL",194,TRUE,FALSE,NA,NA
"RT @limlipeng: Salam YBM @Khairykj, 
a stateless man approached me asking me on the process utk dapatkan vaksin. Tetapi dia tidak ada sebar…",FALSE,0,NA,2021-10-05 06:16:12,FALSE,NA,"1445271585921769472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiannaAbdullah",46,TRUE,FALSE,NA,NA
"untuk mendapatkan vaksinasi dosis pertama dengan jenis vaksin Sinovac, “ tutur Kapolres dalam keterangannya melalui… https://t.co/lmIz0sdpkH",FALSE,1,"polres_sragen_",2021-10-05 06:14:18,TRUE,"1445271104314957829","1445271106277892098","1018024551307927554","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","polres_sragen_",0,FALSE,FALSE,NA,NA
"Bhabinkamtibmas Desa Jatibaru melaksanakan Pengamanan Vaksin Pelajar di SMPN 3 Cikarang Timur. Sebanyak 625 Siswa b… https://t.co/VZUACCOoCa",FALSE,0,NA,2021-10-05 06:05:10,TRUE,NA,"1445268809468637184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","humas_timur",0,FALSE,FALSE,NA,NA
"@dodidudidamn Vaksin 1
""Ini vaksin sinovac ya""
Vaksin 2
""Kemarin Vaksin jenis apa?""
""Boleh naikin lengan bajunya""

jadi? :)",FALSE,0,"dodidudidamn",2021-10-05 06:04:17,FALSE,"1444854799770402821","1445268586205831171","3047594876","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sxsprite",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 06:03:41,FALSE,NA,"1445268436095942665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hafiyya29",194,TRUE,FALSE,NA,NA
"RT @limlipeng: Salam YBM @Khairykj, 
a stateless man approached me asking me on the process utk dapatkan vaksin. Tetapi dia tidak ada sebar…",FALSE,0,NA,2021-10-05 06:03:40,FALSE,NA,"1445268430098100225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sikayyshi",46,TRUE,FALSE,NA,NA
"@JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang dit… https://t.co/ZIjHXOja3Q",FALSE,0,"JPenerangan",2021-10-05 06:02:16,TRUE,"1445216928012795908","1445268080783880192","114914506","<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","wewantamar",0,FALSE,FALSE,NA,NA
"@JPenerangan @AnnuarMusa @ZahidiZainuI @DSMM64 @ab_sukari @HashimBedu RT @JPenerangan: Setiap jenis vaksin yang dit… https://t.co/EfCnCmOkj2",FALSE,29,"JPenerangan",2021-10-05 06:02:16,TRUE,"1445216928012795908","1445268079106146305","114914506","<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","JapenSarawak",30,FALSE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 06:01:56,FALSE,NA,"1445267993588428806",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pmrjohorbahru",10,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 05:59:47,FALSE,NA,"1445267453278261248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Donny86cr7",194,TRUE,FALSE,NA,NA
"vaksin pertama dosisnya 0,5 jenis sinovac ya -_____-"" https://t.co/6NLSzcqtX6",FALSE,0,NA,2021-10-05 05:58:24,FALSE,NA,"1445267106044407810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","joyudl",0,FALSE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 05:58:15,FALSE,NA,"1445267069373595654",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MohdZahidOthman",10,TRUE,FALSE,NA,NA
"RT @RsudKanjuruhan: Bagi yang belum vaksinasi monggo RSUD Kanjuruhan Kab. Malang ada Program Vaksinasi Covid 19 dengan jenis vaksin Sinovac…",FALSE,0,NA,2021-10-05 05:56:43,FALSE,NA,"1445266681614376967",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ditaajeng96",14,TRUE,FALSE,NA,NA
"RT @limlipeng: Salam YBM @Khairykj, 
a stateless man approached me asking me on the process utk dapatkan vaksin. Tetapi dia tidak ada sebar…",FALSE,0,NA,2021-10-05 05:55:23,FALSE,NA,"1445266347395457024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ketamjalan",46,TRUE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 05:45:26,FALSE,NA,"1445263841403670530",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idaPali88",10,TRUE,FALSE,NA,NA
"Dinas Kesehatan (Dinkes) Kota Kendari, Sulawesi Tenggara (Sultra) kini memberikan izin penggunaan vaksin jenis Mode… https://t.co/eP77SwZ9jc",FALSE,0,NA,2021-10-05 05:44:05,TRUE,NA,"1445263505112764416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Kendarinformasi",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 05:43:49,FALSE,NA,"1445263438100393985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JapenLms",194,TRUE,FALSE,NA,NA
"RT @RsudKanjuruhan: Bagi yang belum vaksinasi monggo RSUD Kanjuruhan Kab. Malang ada Program Vaksinasi Covid 19 dengan jenis vaksin Sinovac…",FALSE,0,NA,2021-10-05 05:40:24,FALSE,NA,"1445262577206845443",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feeverybody",14,TRUE,FALSE,NA,NA
"Yee. Terbaca ada org komen kat fb suami dia lepas vaksin tibe dapat gout. Sebelum tu takde pun gout sihat je. Rase… https://t.co/GFWcMQNtiT",FALSE,2,NA,2021-10-05 05:40:19,TRUE,NA,"1445262557204283397",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Honey_Flour",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 05:38:57,FALSE,NA,"1445262210658275329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mariatungkat2",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 05:38:20,FALSE,NA,"1445262057096429571",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idaPali88",194,TRUE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 05:31:42,FALSE,NA,"1445260386324779013",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fadillahlatif",10,TRUE,FALSE,NA,NA
"RT @mrsSomebody29: @AimanPsikologi Geng² antivaks ni mcm manusia paling degil ye. Dah degil, berlagak pulak tu. Bising² tak yah vaksin, dah…",FALSE,0,NA,2021-10-05 05:30:17,FALSE,NA,"1445260031633416196",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saufishopiy",1,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 05:29:13,FALSE,NA,"1445259762115878917",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PMR_LahadDatu",194,TRUE,FALSE,NA,NA
"Bertempat di Panti Sosial Asuhan Anak (PSAA) Putra Utama 3, sejumlah warga binaan Panti Sosial Bina Remaja (PSBR) T… https://t.co/x5Kxztznjo",FALSE,2,NA,2021-10-05 05:28:44,TRUE,NA,"1445259641999396864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DinsosDKI1",0,FALSE,FALSE,NA,NA
"Sementara itu, jenis vaksin yang digunakan antara lain Sinovac, AstraZeneca, dan Moderna. #KerjaNyataAH… https://t.co/d1GF7KeRfL",FALSE,0,NA,2021-10-05 05:27:50,TRUE,NA,"1445259415624433667",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rushluna444109",0,FALSE,FALSE,NA,NA
"Sementara itu, jenis vaksin yang digunakan antara lain Sinovac, AstraZeneca, dan Moderna. #KerjaNyataAH… https://t.co/425NoTLpbC",FALSE,0,NA,2021-10-05 05:25:06,TRUE,NA,"1445258727712460801",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pejuang_rakyat2",0,FALSE,FALSE,NA,NA
"RT @RsudKanjuruhan: Bagi yang belum vaksinasi monggo RSUD Kanjuruhan Kab. Malang ada Program Vaksinasi Covid 19 dengan jenis vaksin Sinovac…",FALSE,0,NA,2021-10-05 05:08:01,FALSE,NA,"1445254428433403905",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kepanjen_kita",14,TRUE,FALSE,NA,NA
"Vaksin kamu Sinovac, AZ, Moderna, atau Pfizer? Posko Vaksinasi PSI Jakarta menyediakan keempat jenis vaksin tersebu… https://t.co/Zftym1QIhJ",FALSE,0,"milliyya",2021-10-05 05:05:34,TRUE,"1445253799036194821","1445253809576587266","130097404","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","milliyya",0,FALSE,FALSE,NA,NA
"RT @budhihermanto: Siapa belum vaksin ke-2 dengan jenis vaksin sinovac?",FALSE,0,NA,2021-10-05 05:00:13,FALSE,NA,"1445252464299556867",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CakBambangelf",2,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 04:51:17,FALSE,NA,"1445250215213076484",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ppshahfiq",194,TRUE,FALSE,NA,NA
"Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh it… https://t.co/iA5gX3Ibla",FALSE,1,NA,2021-10-05 04:37:27,TRUE,NA,"1445246732313317381",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","japenbagandatuk",0,FALSE,FALSE,NA,NA
"Siapa belum vaksin ke-2 dengan jenis vaksin sinovac?",FALSE,4,NA,2021-10-05 04:35:44,FALSE,NA,"1445246302246211584",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","budhihermanto",2,FALSE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 04:31:05,FALSE,NA,"1445245130991030276",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","arendagreat",10,TRUE,FALSE,NA,NA
"RT @japenjohor: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elakk…",FALSE,0,NA,2021-10-05 04:27:57,FALSE,NA,"1445244343422390274",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PmrPenmuar",10,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 04:26:40,FALSE,NA,"1445244022247739395",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suhaimi76356203",194,TRUE,FALSE,NA,NA
"@mydaily99 Howalaah alhamdulillah udah fully vaccinated ya kak <U+0001F973><U+0001F973><U+0001F44D> kak may vaksin jenis apaa?

Eh gapapa kaaak akut… https://t.co/HVxI4hiCfE",FALSE,0,"mydaily99",2021-10-05 04:20:49,TRUE,"1445239169794539527","1445242548402868226","1607722753","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jungwonneko",0,FALSE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 04:18:43,FALSE,NA,"1445242021774446595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PekanKotaBelud",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 04:16:06,FALSE,NA,"1445241363193155590",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pmrnabawan",194,TRUE,FALSE,NA,NA
"RT @JPenerangan: Setiap jenis vaksin yang diterima oleh anda mempunyai fungsi yang sama iaitu mengurangkan risiko jangkitan. Oleh itu, elak…",FALSE,0,NA,2021-10-05 04:09:18,FALSE,NA,"1445239650822418432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wenny2581",194,TRUE,FALSE,NA,NA
"RT @limlipeng: Salam YBM @Khairykj, 
a stateless man approached me asking me on the process utk dapatkan vaksin. Tetapi dia tidak ada sebar…",FALSE,0,NA,2021-10-05 04:08:58,FALSE,NA,"1445239564516282370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Raaaaabiii",46,TRUE,FALSE,NA,NA
"RT @limlipeng: Salam YBM @Khairykj, 
a stateless man approached me asking me on the process utk dapatkan vaksin. Tetapi dia tidak ada sebar…",FALSE,0,NA,2021-10-05 04:08:48,FALSE,NA,"1445239523969957891",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","afqhfrankie",46,TRUE,FALSE,NA,NA
